,sci_name,presence,origin,seasonal,compiler,yrcompiled,citation,generalisd,legend,Shape_Length,Shape_Area,MAT_nichefrac_2021,MTWM_nichefrac_2021,MTCM_nichefrac_2021,AP_nichefrac_2021,PDQ_nichefrac_2021
3166,Zhangixalus achantharrhena,1,1,1,Kelsey Neam,2017,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe",0,Extant (resident),4.8855484940709495,0.14804944559161204,0.8570521575522688,0.9047037076420207,0.8570521575522688,0.9523552577317724,0.8093597680641478
3167,Pristimantis apiculatus,1,1,1,Diego Cisneros-Heredia,2017,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe",0,Extant (resident),12.548000157574494,0.15334362376514915,1.0,1.0,1.0,0.9333392552798871,0.8000234792595539
3168,Niceforonia araiodactyla,1,1,1,Kelsey Neam,2018,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe",0,Extant (resident),0.23136411413749763,0.0021297964373403868,1.0,1.0,1.0,1.0,1.0
3169,Oedipina paucidentata,1,1,1,Kelsey Neam,2019,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe",0,Extant (resident),0.10428877291186871,0.0008654651503623387,1.0,1.0,1.0,1.0,1.0
3170,Chiropterotriton infernalis,1,1,1,Lauren Warr,2019,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe",0,Extant (resident),0.35067470435980524,0.002017191157971027,1.0,1.0,1.0,0.5004828277015959,1.0
3171,Chiropterotriton infernalis,6,1,1,Lauren Warr,2019,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe",0,Presence Uncertain,0.10398255450433028,0.0008603901596871627,1.0,1.0,1.0,0.0,1.0
3172,Heleophryne orientalis,1,1,1,Evie J Morris,2013,"IUCN (International Union for Conservation of Nature), Conservation International.",0,Extant (resident),3.2193986846083957,0.11615034158174788,1.0,1.0,1.0,1.0,1.0
3173,Ectopoglossus saxatilis,1,1,1,Kelsey Neam,2018,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),0.13380674314652016,0.0012458888652777072,1.0,1.0,1.0,1.0,1.0
3174,Hyperolius minutissimus,1,1,1,Lucy Coals,2014,International Union for Conservation of Nature (IUCN),0,Extant (resident),3.739869765366522,0.5441340766631456,1.0,1.0,1.0,0.9524652492418771,0.9524994764732327
3175,Incilius cristatus,1,1,1,Lauren Warr,2019,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),3.086638471157334,0.2255411052629882,1.0,1.0,1.0,0.916904508232324,0.916515742158925
3176,Leptodactylus poecilochilus,1,1,1,IUCN,2015,IUCN (International Union for Conservation of Nature) & Conservation International,0,Extant (resident),93.37805580711589,19.76635774935426,0.9837248360916054,0.9776287431978632,0.9918580786826658,0.9857621789752854,0.9877920770169168
3177,Colostethus ruthveni,1,1,1,Kelsey Neam,2017,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),5.545178145374144,0.38940588234817725,0.8260749938286451,0.8260749938286451,0.8260749938286451,0.9130374969143226,0.9565005235121148
3178,Colostethus ruthveni,3,1,1,Kelsey Neam,2017,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Possibly Extant (resident),2.0393979828934103,0.1016295308548801,0.8888571373965,0.8888571373965,0.8888571373965,1.0,1.0
3179,Kurixalus viridescens,1,1,1,Timothy Cutajar,2020,IUCN (International Union for Conservation of Nature) & Conservation International,0,Extant (resident),1.2872714151468154,0.012245321424089878,1.0,1.0,1.0,0.5,1.0
3180,Kurixalus viridescens,3,1,1,Timothy Cutajar,2020,IUCN (International Union for Conservation of Nature) & Conservation International,0,Possibly Extant (resident),4.076332840026721,0.03698426024331689,1.0,1.0,1.0,0.7499108930026288,0.8750140565000388
3181,Telmatobius brevipes,1,1,1,IUCN,2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),4.3244841651396415,0.7182778529454308,1.0,1.0,1.0,1.0,1.0
3182,Diasporus ventrimaculatus,1,1,1,Kelsey Neam,2019,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe",0,Extant (resident),0.25967593450375004,0.001855515678847053,1.0,1.0,1.0,1.0,1.0
3183,Hemisus marmoratus,1,1,1,IUCN,2015,International Union for Conservation of Nature (IUCN),0,Extant (resident),289.78063564224584,817.6784818200922,0.9985805274224802,0.9957477594498989,0.9997822415692109,0.9927049018142159,0.9874849794617859
3184,Pristimantis nicefori,1,1,1,Nieves Garcia,2020,IUCN (International Union for Conservation of Nature) and Conservation International,0,Extant (resident),4.680006488938621,0.3823757670461184,1.0,1.0,1.0,0.9412284012545343,0.9412284012545343
3185,Eleutherodactylus johnstonei,1,1,1,IUCN,2020,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),2.202315163650747,0.03746811077149796,1.0,1.0,1.0,1.0,1.0
3186,Eleutherodactylus johnstonei,4,3,1,Kelsey Neam,2020,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Possibly Extinct & Introduced,0.5340002105490972,0.006030339250972145,1.0,1.0,1.0,1.0,1.0
3187,Eleutherodactylus johnstonei,3,3,1,Kelsey Neam,2020,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Possibly Extant & Introduced (resident),2.0234257710056918,0.32580960511215057,1.0,1.0,1.0,1.0,1.0
3188,Eleutherodactylus johnstonei,1,3,1,IUCN,2020,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant & Introduced (resident),19.62328029555218,1.1554980979295373,0.9884958604921261,0.9884958604921261,0.9884958604921261,1.0,1.0
3189,Eleutherodactylus johnstonei,1,3,1,Kelsey Neam,2020,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant & Introduced (resident),35.714446336805736,5.88920943184845,0.9891249108696841,0.89677675736791,1.0,0.8370486580463583,0.7719079886555643
3190,Nyctimystes obsoletus,1,1,1,IUCN,2019,IUCN (International Union for Conservation of Nature) & Conservation International,0,Extant (resident),0.37509693596616434,0.004991405099446704,1.0,1.0,1.0,1.0,1.0
3191,Strabomantis cheiroplethus,1,1,1,Louise Hobin,2018,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),2.149174462387619,0.09650907247757416,1.0,1.0,1.0,0.9375516788388507,1.0
3192,Dendropsophus gryllatus,1,1,1,Ana Nicole Acosta,2017,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe",0,Extant (resident),0.7566313568874348,0.013533311689024436,1.0,1.0,1.0,1.0,1.0
3193,Heleophryne rosei,1,1,1,IUCN,2016,"IUCN (International Union for Conservation of Nature), Conservation International & South African Frog Re-assessment Group (SA-FRoG).",0,Extant (resident),0.10394383451169315,0.0007655096578434745,1.0,1.0,1.0,1.0,1.0
3194,Nanorana ventripunctata,1,1,1,IUCN,2019,IUCN (International Union for Conservation of Nature) and Conservation International,0,Extant (resident),10.509243136915119,2.695349992039738,1.0,1.0,1.0,1.0,1.0
3195,Hyperolius pardalis,1,1,1,Evie J Morris,2013,"IUCN (International Union for Conservation of Nature), Conservation International.",0,Extant (resident),21.73322897728142,28.079453851226273,1.0,1.0,1.0,0.9900938508768337,0.9782123830073203
3196,Telmatobius intermedius,1,1,1,Kelsey Neam,2018,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe",0,Extant (resident),0.4467968018767729,0.006575925361475144,1.0,1.0,1.0,1.0,1.0
3197,Aquiloeurycea quetzalanensis,1,1,1,IUCN & Paulina Arias Caballero-CONABIO,2016,"IUCN (International Union for Conservation of Nature), Conservation International, NatureServe & CONABIO (Comisión Nacional para el Conocimiento y Uso de la Biodiversidad).",0,Extant (resident),0.26738311600334586,0.004629337692567895,1.0,1.0,1.0,0.0,1.0
3198,Leptophryne javanica,1,1,1,Louise Hobin,2018,IUCN (International Union for Conservation of Nature) & Conservation International.,0,Extant (resident),0.1998700312290557,0.0015894220297322135,1.0,1.0,1.0,1.0,1.0
3199,Tomopterna kachowskii,1,1,1,Jennifer Luedtke,2015,International Union for Conservation of Nature (IUCN),0,Extant (resident),11.783428519462225,5.728715112135207,0.9914467201212985,0.9914467201212985,1.0,1.0,1.0
3200,Mantidactylus grandidieri,1,1,1,IUCN,2016,IUCN (International Union for Conservation of Nature) & Conservation International.,0,Extant (resident),32.233463389740066,2.7060803106021627,1.0,1.0,1.0,0.9618244923171664,0.9613811554635648
3201,Mantidactylus grandidieri,6,1,1,IUCN,2016,IUCN (International Union for Conservation of Nature) & Conservation International.,0,Presence Uncertain,1.9737065634262858,0.116386652583122,1.0,1.0,1.0,1.0,1.0
3202,Tomopterna damarensis,1,1,1,Kelsey Neam,2016,"IUCN (International Union for Conservation of Nature), Conservation International & South African Frog Re-assessment Group (SA-FRoG)",0,Extant (resident),0.10094878960494964,0.0008109167639135167,1.0,1.0,1.0,1.0,1.0
3203,Hyperolius torrentis,1,1,1,Evie J Morris,2016,IUCN (International Union for Conservation of Nature) & Conservation International.,0,Extant (resident),3.938392803340205,0.4260284215617864,1.0,1.0,1.0,1.0,1.0
3204,Phrynopus bufoides,1,1,1,Kelsey Neam,2017,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe",0,Extant (resident),0.29809756666856085,0.0070713368562728696,1.0,1.0,1.0,1.0,1.0
3205,Phrynobatrachus calcaratus,1,1,1,Louise Hobin,2016,IUCN (International Union for Conservation of Nature) & Conservation International.,0,Extant (resident),0.3233862738498039,0.005341045604966921,1.0,1.0,1.0,1.0,1.0
3206,Phrynobatrachus calcaratus,1,1,1,IUCN,2016,IUCN (International Union for Conservation of Nature) & Conservation International.,0,Extant (resident),114.74135314615172,125.41200160483118,0.9995504298384057,0.9950634679024507,1.0,0.9644528648211652,0.9765542721158037
3207,Cornufer minutus,1,1,1,IUCN,2019,IUCN (International Union for Conservation of Nature) & Conservation International.,0,Extant (resident),8.24988498773878,0.6533333520086106,0.8181399637562173,0.8181399637562173,0.8181399637562173,0.9090274048055353,0.9090912686085987
3208,Cornufer minutus,3,1,1,Lauren Warr,2020,IUCN (International Union for Conservation of Nature) & Conservation International.,0,Possibly Extant (resident),2.1963923827095893,0.10026843508529051,1.0,1.0,1.0,1.0,1.0
3209,Cornufer minutus,1,1,1,Lauren Warr,2020,IUCN (International Union for Conservation of Nature) & Conservation International.,0,Extant (resident),0.10965563699687206,0.0009568353068553464,1.0,1.0,1.0,1.0,1.0
3210,Oreophryne cameroni,3,1,1,Louise Hobin,2019,IUCN (International Union for Conservation of Nature) & Conservation International,0,Possibly Extant (resident),8.784328342401064,0.30068115763339076,1.0,1.0,1.0,1.0,1.0
3211,Oreophryne cameroni,1,1,1,Louise Hobin,2019,IUCN (International Union for Conservation of Nature) & Conservation International,0,Extant (resident),0.20088252199192194,0.001605567404152092,1.0,1.0,1.0,1.0,1.0
3212,Stumpffia grandis,1,1,1,IUCN,2015,International Union for Conservation of Nature (IUCN),0,Extant (resident),13.351906588439048,1.959861481296781,1.0,1.0,1.0,0.8952600409743547,0.9250695161532393
3213,Pristimantis piceus,1,1,1,Erin McGrew,2017,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),9.570388944577134,1.7129941377526012,1.0,1.0,1.0,0.9607888658882309,0.9411760008824317
3214,Pristimantis thyellus,1,1,1,Kelsey Neam,2020,IUCN (International Union for Conservation of Nature),0,Extant (resident),0.07623342943004646,0.00020031223788522559,1.0,1.0,1.0,1.0,1.0
3215,Aglyptodactylus australis,1,1,1,IUCN,2015,International Union for Conservation of Nature (IUCN),0,Extant (resident),1.0871545308419055,0.0490097069385373,1.0,1.0,1.0,1.0,1.0
3216,Aglyptodactylus australis,1,1,1,IUCN,2015,International Union for Conservation of Nature (IUCN),0,Extant (resident),1.0871545308419055,0.0490097069385373,1.0,1.0,1.0,1.0,1.0
3217,Thorius minutissimus,1,1,1,Lauren Warr,2019,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),0.10447798234356633,0.0008686086044426714,1.0,1.0,1.0,1.0,1.0
3218,Sachatamia ilex,1,1,1,IUCN,2019,IUCN (International Union for Conservation of Nature) & Conservation International.,0,Extant (resident),37.550139194678195,6.8624267854589345,1.0,1.0,1.0,0.9057583489082683,0.8900369130404285
3219,Sachatamia ilex,1,1,1,Kelsey Neam,2019,IUCN (International Union for Conservation of Nature) & Conservation International.,0,Extant (resident),1.8389922242571823,0.13070558279260197,1.0,1.0,1.0,1.0,1.0
3220,Leptodactylodon albiventris,1,1,1,IUCN,2016,IUCN (International Union for Conservation of Nature) & Conservation International.,0,Extant (resident),2.8296019579146976,0.28391397347442104,1.0,1.0,1.0,1.0,1.0
3221,Pristimantis silverstonei,1,1,1,Kelsey Neam,2018,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),1.1824935189306913,0.02235867701151724,1.0,1.0,1.0,1.0,1.0
3222,Mannophryne neblina,1,1,1,Grisel Velasquez and Margarita Lampo,2020,IUCN (International Union for Conservation of Nature).,0,Extant (resident),0.1135760225079398,0.00028483081930608367,1.0,1.0,1.0,1.0,1.0
3223,Phrynobatrachus pakenhami,1,1,1,IUCN,2015,International Union for Conservation of Nature (IUCN),0,Extant (resident),1.0983566736456785,0.019918017821467918,1.0,1.0,1.0,1.0,1.0
3224,Minervarya chiangmaiensis,1,1,1,Christopher Portway & Timothy Cutajar,2020,IUCN (International Union for Conservation of Nature) & Conservation International,0,Extant (resident),82.25325688412849,36.07914634874887,1.0,1.0,1.0,1.0,1.0
3225,Ameerega boehmei,1,1,1,Kelsey Neam,2019,IUCN (International Union for Conservation of Nature) and Conservation International.,0,Extant (resident),2.815704680989963,0.1810713703834934,1.0,1.0,1.0,1.0,1.0
3226,Sachatamia electrops,1,1,1,Kelsey Neam,2018,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),0.878286057933049,0.02316981612957419,1.0,1.0,1.0,1.0,1.0
3227,Telmatobius philippii,1,1,1,IUCN,2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),0.4301980747879202,0.013059237197234438,1.0,1.0,1.0,1.0,1.0
3228,Odorrana wuchuanensis,1,1,1,Lauren Warr,2019,IUCN (International Union for Conservation of Nature) & Conservation International,0,Extant (resident),0.4282011170469888,0.003649358778672302,1.0,1.0,1.0,1.0,1.0
3229,Vandijkophrynus angusticeps,1,1,1,Evie J Morris,2013,"IUCN (International Union for Conservation of Nature), Conservation International.",0,Extant (resident),22.035318411658398,7.419917601773413,1.0,1.0,1.0,1.0,0.976877574336304
3230,Qosqophryne flammiventris,1,1,1,Kelsey Neam,2016,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe",0,Extant (resident),0.10190986926978934,0.0008264310825999591,1.0,1.0,1.0,1.0,1.0
3231,Limnonectes tweediei,1,1,1,Louise Hobin,2018,IUCN (International Union for Conservation of Nature) & Conservation International.,0,Extant (resident),8.950254891800148,3.9922647603345824,0.9876334180455054,0.9876334180455054,1.0,1.0,1.0
3232,Limnonectes tweediei,1,1,1,IUCN,2018,IUCN (International Union for Conservation of Nature) & Conservation International.,0,Extant (resident),0.440479219246365,0.015439380300771837,1.0,1.0,1.0,1.0,1.0
3233,Limnonectes tweediei,6,1,1,IUCN,2018,IUCN (International Union for Conservation of Nature) & Conservation International.,0,Presence Uncertain,0.44064732900338227,0.015451170869134173,1.0,1.0,1.0,1.0,1.0
3234,Rhinella amboroensis,1,1,1,Kelsey Neam,2019,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),0.37485442737788144,0.011181783353392774,1.0,1.0,1.0,1.0,1.0
3235,Nyctimystes myolae,1,1,1,Lauren Warr,2019,IUCN (International Union for Conservation of Nature) and Conservation International,0,Extant (resident),0.10772311142692788,0.0009234061312210567,1.0,1.0,1.0,1.0,1.0
3236,Pristimantis shrevei,1,1,1,Kelsey Neam,2020,IUCN (International Union for Conservation of Nature) and Conservation International,0,Extant (resident),0.45473168820073917,0.010547946352931187,1.0,1.0,1.0,1.0,1.0
3237,Gastrotheca monticola,1,1,1,IUCN,2009,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),9.535692814215597,2.529553715035162,1.0,1.0,1.0,1.0,0.9846045048324019
3238,Bolitoglossa medemi,3,1,1,Kelsey Neam,2019,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe",0,Possibly Extant (resident),19.808569069434643,3.167344532486229,1.0,1.0,1.0,0.8779764317787817,0.8535579501444186
3239,Bolitoglossa medemi,1,1,1,Kelsey Neam,2019,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe",0,Extant (resident),16.61697936672545,2.496054360867001,1.0,1.0,1.0,0.9528422285850793,0.9410588201518915
3240,Plectrohyla teuchestes,1,1,1,Lauren Warr,2019,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe",0,Extant (resident),0.23934727910523868,0.004558692664593976,1.0,1.0,1.0,1.0,1.0
