Species
Protohynobius puxiongensis
Bolitoglossa paraensis
Bolitoglossa spongai
Cryptotriton adelos
Cryptotriton wakei
Pseudoeurycea bellii
Pseudoeurycea boneti
Pseudoeurycea cafetalera
Pseudoeurycea cephalica
Pseudoeurycea galeanae
Pseudoeurycea gigantea
Pseudoeurycea maxima
Pseudoeurycea naucampatepetl
Pseudoeurycea nigra
Pseudoeurycea parva
Pseudoeurycea praecellens
Pseudoeurycea quetzalanensis
Pseudoeurycea scandens
Atylodes genei
Plethodon grobmani
Plethodon mississippi
Eurycea tridentifera
Hypselotriton chenggongensis
Hypselotriton cyanurus
Hypselotriton fudingensis
Hypselotriton orientalis
Hypselotriton orphicus
Hypselotriton wolterstorffi
Lissotriton meridionalis
Neurergus microspilotus
Pachytriton labiatus
Paramesotriton ermizhaoi
Paramesotriton guanxiensis
Triturus arntzeni
Salamandra longirostris
Caecilia marcusi
Caecilia pressula
Caecilita iwokramae
Gegeneophis fulleri
Gegeneophis nadkarnii
Grandisonia brevis
Grandisonia diminutiva
Microcaecilia iyob
Parvicaecilia nicefori
Parvicaecilia pricei
Siphonops insulanus
Potamotyphlus kaupii
Caudacaecilia asplenia
Caudacaecilia larutensis
Caudacaecilia nigroflava
Caudacaecilia paucidentula
Caudacaecilia weberi
Ichthyophis bombayensis
Ichthyophis husaini
Epicrionops niger
