,sci_name,presence,origin,seasonal,compiler,yrcompiled,citation,generalisd,legend,Shape_Length,Shape_Area,urbanareas_2021,cropland_2021,rangeland_2021,managed_pasture_2021
114,Oreolalax liangbeiensis,1,1,1,Louise Hobin,2019,IUCN (International Union for Conservation of Nature) & Conservation International,0,Extant (resident),0.08843521045941174,0.000622332107563291,0.00560800451785326,0.1263812631368637,3.125610603671447e-10,0.09023773670196533
115,Arthroleptis francei,1,1,1,Kelsey Neam,2016,"IUCN (International Union for Conservation of Nature), Conservation International & South African Frog Re-assessment Group (SA-FRoG).",0,Extant (resident),0.41511668154058257,0.006856344630109689,0.0008469887444597914,0.08894464027220424,0.03120463727927731,0.4467591029266125
116,Arthroleptis francei,1,1,1,Alex Rebelo,2016,"IUCN (International Union for Conservation of Nature), Conservation International & South African Frog Re-assessment Group (SA-FRoG).",0,Extant (resident),0.8094741760511022,0.018516040545188163,0.003967947527131137,0.28714886024992414,0.004634124013146279,0.512098184307951
117,Rhombophryne serratopalpebrosa,1,1,1,Jennifer Luedtke,2015,International Union for Conservation of Nature (IUCN),0,Extant (resident),1.3955674847311748,0.05009320544999543,0.0008223650377266467,0.2853123705312805,2.7957587290027343e-09,0.3255299491703731
118,Leptopelis crystallinoron,1,1,1,Jennifer Luedtke,2018,IUCN (International Union for Conservation of Nature) & Conservation International,0,Extant (resident),1.039164477922138,0.025752853379423162,5.6393763622491276e-05,0.0021289676058507227,0.01954950466878896,0.06983466718384919
119,Myersiohyla inparquesi,3,1,1,Grisel Velasquez,2019,IUCN (International Union for Conservation of Nature),0,Possibly Extant (resident),0.5266436991420328,0.009299401407875716,5.491153160619433e-06,0.0,0.0,0.0
120,Myersiohyla inparquesi,1,1,1,Grisel Velasquez,2019,IUCN (International Union for Conservation of Nature),0,Extant (resident),0.022574717485345876,3.279538024611042e-05,6.422865226340946e-06,0.0,0.0,0.0
121,Batrachyla leptopus,1,1,1,IUCN,2017,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),115.01827464677862,18.81306423016551,0.0019458872234896002,0.033258598440380316,0.048200255327299366,0.04506089846125204
122,Metaphrynella sundana,1,1,1,IUCN,2018,IUCN (International Union for Conservation of Nature) & Conservation International,0,Extant (resident),15.791986089977835,2.628596462570635,0.004903625693910929,0.1860224375813609,0.0029712654510674363,0.011163215744723462
123,Metaphrynella sundana,1,1,1,Kelsey Neam,2018,IUCN (International Union for Conservation of Nature) & Conservation International,0,Extant (resident),27.022098286756407,4.316262142955155,0.0025457059745030023,0.1854925400981578,0.010885974991495278,0.01756319249334625
124,Eleutherodactylus pantoni,1,1,1,Kelsey Neam,2020,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),4.119964467989399,0.34267130618716346,0.021852271165698767,0.13100811652839184,1.067397337184417e-09,0.1309434650465846
125,Xenorhina arndti,1,1,1,IUCN,2019,IUCN (International Union for Conservation of Nature) & Conservation International,0,Extant (resident),1.6325892346660267,0.11442463007356811,0.0008098609806148747,0.014601282930908245,0.0001446556415189171,0.005877137853200916
126,Adenomera coca,1,1,1,IUCN,2009,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),0.29652559573366183,0.006996953721361649,0.0006805285229347646,0.019183901866199452,3.4900958344463717e-06,0.10372880543582143
127,Leiopelma pakeka,1,1,1,IUCN,2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),0.228825122365465,0.0008782591758966408,0.0018422374851070344,0.0034057732555083926,0.03186148218810558,0.02273619221523404
128,Atelopus nicefori,4,1,1,IUCN,2016,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Possibly Extinct,0.3047412804296138,0.007389953187012693,0.00011218217850348668,0.010977745130799315,0.031269674083187746,0.1695041933135174
129,Philautus mjobergi,1,1,1,IUCN,2018,IUCN (International Union for Conservation of Nature) & Conservation International.,0,Extant (resident),4.681006462619822,1.1005661549752244,0.000897042144457893,0.10780477086310285,0.0014883680166465506,0.014520456283517266
130,Philautus mjobergi,6,1,1,Kelsey Neam,2018,IUCN (International Union for Conservation of Nature) & Conservation International.,0,Presence Uncertain,2.1801818314882864,0.12634126649468258,0.013752809664789225,0.16248875397313045,0.00014995482765270196,0.0020044057994123912
131,Eleutherodactylus andrewsi,1,1,1,Kelsey Neam,2020,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),0.6007595022344954,0.018199106511770643,0.025793728418648246,0.020283318473957482,2.671717291846676e-10,0.06277995370328426
132,Phrynobatrachus stewartae,1,1,1,Kelsey Neam,2016,"IUCN (International Union for Conservation of Nature), Conservation International & South African Frog Re-assessment Group (SA-FRoG)",0,Extant (resident),2.710377911352422,0.23037935097697052,0.0003986817911956704,0.13568252917985535,0.016693413420491306,0.1248487573182421
133,Pelophryne linanitensis,1,1,1,Louise Hobin,2018,IUCN (International Union for Conservation of Nature) & Conservation International,0,Extant (resident),0.10046089582511716,0.0008030970507018226,0.0,0.0011796836042776704,0.0,0.0
134,Bolitoglossa subpalmata,1,1,1,Kelsey Neam,2019,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe",0,Extant (resident),2.9759753469911976,0.10207858904358899,0.02341630071445079,0.10688458345336632,0.023185167265373244,0.22607460650203065
135,Amolops xinduqiao,1,1,1,Lauren Warr,2019,IUCN (International Union for Conservation of Nature) and Conservation International,0,Extant (resident),9.528492185094354,3.504686194455647,6.539761583996616e-05,0.012392426727666708,0.2543891939745888,0.23831197757290648
136,Gephyromantis redimitus,1,1,1,IUCN,2015,International Union for Conservation of Nature (IUCN),0,Extant (resident),22.785221267109446,4.439878199853028,0.0006708812407965999,0.17115348309695336,0.0036013836313006724,0.285360989198065
137,Gastrotheca dendronastes,1,1,1,Kelsey Neam,2018,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),4.110811760383025,0.2586624213613782,0.012480121638798759,0.057257864286676334,0.019985540360724044,0.28591098115549646
138,Gastrotheca dendronastes,1,1,1,IUCN,2018,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),0.4866188085245211,0.01884329700142839,0.0027153302616720627,0.048436410279602556,0.02997929447408708,0.5293251799245633
139,Nidirana daunchina,1,1,1,IUCN,2019,IUCN (International Union for Conservation of Nature) and Conservation International,0,Extant (resident),16.551624323813215,7.513427028081771,0.009452239241468215,0.18887283165331206,0.005857389644278009,0.11086171142653999
140,Aromobates haydeeae,4,1,1,Kelsey Neam,2020,IUCN (International Union for Conservation of Nature),0,Possibly Extinct,0.10418727581142904,0.0008637813745230555,0.050372492522001266,0.06112261861562729,0.005862809251993895,0.11899011582136154
141,Phytotriades auratus,1,1,1,Grisel Velasquez and Margarita Lampo,2020,IUCN (International Union for Conservation of Nature),0,Extant (resident),0.9799743646373036,0.0025139594504595664,0.0025915030855685472,0.026923658791929483,0.00300308639270952,0.026679802453145385
142,Mantella milotympanum,1,1,1,Jennifer Luedtke,2015,IUCN (International Union for Conservation of Nature) & Conservation International.,0,Extant (resident),0.33724746098979763,0.005589062615942998,0.0005038189587797972,0.03919547736350563,0.0011530882097307471,0.39287329985195224
143,Ameerega pepperi,1,1,1,Kelsey Neam & Louise Hobin,2017,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe",0,Extant (resident),3.702467341421763,0.24280004780356973,0.00032787897573895175,0.06585234371519864,0.0006418133916807514,0.0005743227325906933
144,Amietia desaegeri,1,1,1,Jennifer Luedtke,2017,IUCN (International Union for Conservation of Nature) & Conservation International.,0,Extant (resident),10.80632022588161,1.8205263401616076,0.009710208832063008,0.11930250768981235,0.0005861867602215564,0.0924101436431494
145,Thorius pinicola,1,1,1,Kelsey Neam,2019,International Union for Conservation of Nature (IUCN),0,Extant (resident),0.49229160907175995,0.005476095924231055,0.003670870326459408,0.0721143800765276,0.009551486931741238,0.22882059216499331
146,Oreophryne kampeni,1,1,1,IUCN,2019,IUCN (International Union for Conservation of Nature) & Conservation International,0,Extant (resident),0.22170573519586229,0.00391140662419173,0.0,0.0015885084867477417,0.00022026505030225962,0.0002143426681868732
147,Pristimantis insignitus,1,1,1,IUCN,2016,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),2.063105342134866,0.07690107074562304,0.004773479104431663,0.027194455162912346,0.06497599480106965,0.15736758777324025
148,Pristimantis cosnipatae,1,1,1,Jennifer Luedtke,2017,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),0.19137223954063173,0.002385595137233404,0.0017244283808395267,0.0817764550447464,0.032880958169698715,0.4620727300643921
149,Platymantis sierramadrensis,1,1,1,IUCN,2017,IUCN (International Union for Conservation of Nature) & Conservation International,0,Extant (resident),7.107456730166784,0.6142485766488085,0.007464806582182395,0.26295586001652954,0.002786330111590316,0.027553554600865244
150,Hyperolius balfouri,1,1,1,IUCN,2013,IUCN (International Union for Conservation of Nature) and Conservation International,0,Extant (resident),75.339868489398,92.39058427857894,0.0022714763431657074,0.09922330913993496,0.055582105834453534,0.1513714079577736
151,Craugastor punctariolus,4,1,1,IUCN,2019,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe",0,Possibly Extinct,5.495187068037197,0.3116235978594508,0.013098936742738845,0.07836868389331844,0.015464630755413706,0.14485712406483978
152,Rhinella chrysophora,4,1,1,Louise Hobin,2019,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Possibly Extinct,0.19277764017463553,0.0014531870914162408,0.0038979449323777227,0.09714396014483646,0.017129513804526104,0.0633650940051189
153,Rhinella chrysophora,3,1,1,Louise Hobin,2019,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Possibly Extant (resident),3.5977655720902004,0.08511899118308063,0.0037771065917064518,0.10663057570957118,0.013377638535914017,0.06972721164898882
154,Scinax boulengeri,1,1,1,Kelsey Neam,2019,IUCN (International Union for Conservation of Nature) & Conservation International.,0,Extant (resident),63.081459241482825,10.077896380654085,0.005022472053422467,0.06207435578923002,0.029340536600078466,0.12702164905707158
155,Scinax boulengeri,1,1,1,IUCN,2019,IUCN (International Union for Conservation of Nature) & Conservation International.,0,Extant (resident),0.5987618815776853,0.017207264129681453,0.0075005352264270195,0.05544123984873295,0.004719106073025613,0.18111643567681313
156,Hynobius retardatus,1,1,1,Janice Chanson,2020,IUCN (International Union for Conservation of Nature),0,Extant (resident),25.34078240678133,8.603242624194282,0.003043488702157849,0.0628707568430694,1.1301495017369439e-05,2.6903599035235502e-06
157,Cardioglossa cyaneospila,1,1,1,IUCN,2015,International Union for Conservation of Nature (IUCN),0,Extant (resident),8.606498117163293,0.7856971460386959,0.01726476206552583,0.41460911738399586,0.0024679020716268088,0.12023893785267956
158,Craugastor cyanochthebius,1,1,1,Louise Hobin,2019,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),1.0395707042587872,0.025263065935043745,0.013326705663422613,0.1698265570061521,0.004371094292427842,0.13383827588789557
159,Kalophrynus eok,1,1,1,IUCN,2018,IUCN (International Union for Conservation of Nature) & Conservation International.,0,Extant (resident),0.09633120245907083,0.0007384363622210365,0.0,0.0011796836042776704,0.0,0.0
160,Grandisonia larvata,1,1,1,Jennifer Luedtke,2012,"IUCN (International Union for Conservation of Nature), Conservation International.",0,Extant (resident),1.4799331889201315,0.018866363778781436,0.0,0.0,0.0,0.0
161,Kaloula rugifera,1,1,1,IUCN,2019,IUCN (International Union for Conservation of Nature) and Conservation International,0,Extant (resident),13.58777222923144,5.161682363699238,0.018964987180914494,0.24229264756264207,0.0007475637213276978,0.1143653492752234
162,Tylototriton uyenoi,1,1,1,Timothy Cutajar,2020,IUCN (International Union for Conservation of Nature) & Conservation International,0,Extant (resident),39.22951905754123,0.7412943315634304,0.0017777072595867676,0.05347459347375582,0.0008883311150027102,0.00445193751149362
163,Tylototriton uyenoi,3,1,1,Timothy Cutajar,2020,IUCN (International Union for Conservation of Nature) & Conservation International,0,Possibly Extant (resident),24.77617170674018,0.38376616413995884,0.00035812685406881925,0.055027727428741575,0.0002722423779615977,0.0017014874937434786
164,Conraua sagyimase,3,1,1,Louise Hobin,2021,IUCN (International Union for Conservation of Nature),0,Possibly Extant (resident),0.4856937481352251,0.005010764290528077,0.01817539520561695,0.4825840890407562,4.409823617379517e-09,0.25099265575408936
