,sci_name,presence,origin,seasonal,compiler,yrcompiled,citation,generalisd,legend,Shape_Length,Shape_Area,urbanareas_2021,cropland_2021,rangeland_2021,managed_pasture_2021
2398,Mannophryne urticans,1,1,1,Grisel Velasquez and Margarita Lampo,2020,IUCN (International Union for Conservation of Nature).,0,Extant (resident),3.7379118518844106,0.06892896576864999,0.012348303303987833,0.11741851104565298,0.016664640142085126,0.2005724115661549
2399,Leptodactylodon perreti,1,1,1,Louise Hobin,2016,IUCN (International Union for Conservation of Nature) & Conservation International,0,Extant (resident),4.424073696456165,0.5288459268310227,0.00799826161861022,0.13943252455621225,0.0036326655079656858,0.03878459834459023
2400,Pristimantis colodactylus,1,1,1,Kelsey Neam,2018,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe",0,Extant (resident),9.1198396355463,0.42002963980778885,0.0037662270107471046,0.08104917776488427,0.005633161796960396,0.050952408052691106
2401,Lithobates neovolcanicus,1,1,1,Lauren Warr,2020,IUCN (International Union for Conservation of Nature) and Conservation International,0,Extant (resident),19.045245355338974,5.218191951340875,0.015843876970752038,0.14478428601365345,0.06964863115989711,0.19508793429397156
2402,Craugastor crassidigitus,1,1,1,IUCN,2019,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),44.72629798241581,6.969514224234271,0.007816895805957336,0.04899203749044824,0.01765049771378757,0.11453489120469283
2403,Atelopus podocarpus,1,1,1,Kelsey Neam,2018,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe",0,Extant (resident),2.469258791618774,0.11286890440044518,0.003906664826017537,0.052978071437169975,0.00628658276769762,0.03148221014027652
2404,Atelopus podocarpus,4,1,1,Kelsey Neam,2018,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe",0,Possibly Extinct,0.6527839574874228,0.02830489562696471,0.0007809447942375404,0.06415152948485262,0.005592323734847714,0.03608760644748247
2405,Xenorhina oxycephala,1,1,1,IUCN,2019,IUCN (International Union for Conservation of Nature) & Conservation International,0,Extant (resident),61.26540275227241,13.93727077013877,0.00040680555606108796,0.01989541346681636,0.00044202144159713973,0.002960891621520012
2406,Incilius holdridgei,1,1,1,Kelsey Neam,2019,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe",0,Extant (resident),0.09855350151164469,0.0006281451075452737,0.0519600473344326,0.08626516163349152,1.870393173675211e-09,0.21296577155590057
2407,Plectrohyla tecunumani,1,1,1,IUCN,2019,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe",0,Extant (resident),0.24105808133783133,0.0038791012826500082,0.04443402588367462,0.08356005698442459,1.108385561110481e-08,0.3377217948436737
2408,Plectrohyla tecunumani,4,1,1,IUCN,2019,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe",0,Possibly Extinct,0.11257750037564059,0.0010085148893907827,0.009527584537863731,0.04517019912600517,1.1926679088780645e-10,0.03126903995871544
2409,Leptodactylus pascoensis,1,1,1,Kelsey Neam,2017,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe",0,Extant (resident),0.3085571504016751,0.002525659134963613,0.0003089421598370702,0.02774984482885426,8.583271767175865e-05,0.0011511091887687899
2410,Boana lemai,1,1,1,Nieves Garcia,2020,IUCN (International Union for Conservation of Nature) and Conservation International,0,Extant (resident),7.247542915033159,3.1339044736850297,0.00021137370059860726,0.005628730269235745,0.03484696649956551,0.0009283578709422645
2411,Austrochaperina derongo,1,1,1,IUCN,2019,IUCN (International Union for Conservation of Nature) & Conservation International,0,Extant (resident),20.0497587702135,6.723426391093345,0.0002637221162130186,0.015373677433848435,0.0003443371311469996,0.00226550548825767
2412,Pseudoeurycea brunnata,4,1,1,Lauren Warr,2019,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe, CONABIO (Comisión Nacional para el Conocimiento y Uso de la Biodiversidad)",0,Possibly Extinct,0.37087338101235057,0.004873478858723779,0.044445777945637935,0.1217109700039277,1.31463086191426e-09,0.10599624999874506
2413,Pseudoeurycea brunnata,4,1,1,IUCN & Paulina Arias Caballero-CONABIO,2014,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe, CONABIO (Comisión Nacional para el Conocimiento y Uso de la Biodiversidad)",0,Possibly Extinct,0.39658655678690513,0.009458604221091283,0.04826948176215803,0.12733494721810107,3.2220265799162913e-09,0.23006124122254606
2414,Tomopterna tuberculosa,1,1,1,Evie J Morris,2013,"IUCN (International Union for Conservation of Nature), Conservation International.",0,Extant (resident),84.10348359577067,170.38954987803922,0.0019381878483214503,0.07802743303613949,0.09823368511500194,0.15177641939328157
2415,Ptychadena obscura,1,1,1,Evie J Morris,2013,"IUCN (International Union for Conservation of Nature), Conservation International.",0,Extant (resident),22.338813629175785,33.03103834824947,0.00153725893776303,0.026121520288034872,0.02940856270326928,0.10700377844208638
2416,Craugastor bocourti,1,1,1,Kelsey Neam,2019,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe",0,Extant (resident),3.3626628220076924,0.3198755241414484,0.013516030984495359,0.15854905591007937,0.0005600974596759961,0.13094085434512917
2417,Callulops wondiwoiensis,1,1,1,Louise Hobin,2019,IUCN (International Union for Conservation of Nature) & Conservation International,0,Extant (resident),0.10056765344560407,0.000804804825348827,0.0,2.6351211661940505e-21,0.0,0.0
2418,Megophrys medogensis,1,1,1,Lauren Warr,2019,IUCN (International Union for Conservation of Nature) & Conservation International,0,Extant (resident),1.9050328811696478,0.1856170737597751,6.343126736111907e-05,0.0023366926400434727,0.14810762003732633,0.005757371845983389
2419,Bolitoglossa tatamae,1,1,1,Kelsey Neam,2017,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),2.4704906101470545,0.10710278560239596,0.003227473905230101,0.02778508669010764,0.01718689672750876,0.2819761495388058
2420,Phrynobatrachus gutturosus,1,1,1,Evie J Morris,2013,"IUCN (International Union for Conservation of Nature), Conservation International.",0,Extant (resident),38.91799887265054,59.77407462257322,0.008733825145133907,0.2859874735898936,0.013138619947245817,0.2918469412013206
2421,Phrynobatrachus gutturosus,1,1,1,Evie J Morris,2013,"IUCN (International Union for Conservation of Nature), Conservation International.",0,Extant (resident),4.349840126705348,0.41925387665624053,0.010712140832898958,0.16951211463012344,0.0002155956259013305,0.12189763651046456
2422,Rhinella rubropunctata,1,1,1,Kelsey Neam,2019,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),0.587687783844801,0.011618378147103835,0.0001388355012750253,0.0019105784595012663,0.03592131659388542,0.0035423480439931154
2423,Rhinella rubropunctata,1,1,1,IUCN,2019,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),8.475303449905331,0.9869689910460939,0.0018253242610052297,0.04395408768588273,0.03685428660594329,0.047973615769698864
2424,Rhinella rubropunctata,1,1,1,Louise Hobin,2019,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),0.1283933146642758,0.0013117839170677377,0.0030536167323589325,0.1408272236585617,0.003498883219435811,0.17948542535305026
2425,Pristimantis aurantiguttatus,1,1,1,Kelsey Neam,2018,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),2.2968476899258508,0.1148396970696919,5.613508622364377e-05,0.010806648763873392,0.03591017752985364,0.15188906939529498
2426,Pristimantis aurantiguttatus,6,1,1,Kelsey Neam,2018,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Presence Uncertain,0.35034752287004645,0.009767503668676689,0.00011276775330770761,0.07582871615886688,0.044999271631240845,0.28464287519454956
2427,Amolops tuberodepressus,1,1,1,IUCN,2019,IUCN (International Union for Conservation of Nature) & Conservation International,0,Extant (resident),3.0033684494283848,0.642702210511474,0.0019602490420508375,0.07957090876483464,0.002458273112478834,0.06768326473675224
2428,Leptodactylodon ovatus,1,1,1,IUCN,2016,IUCN (International Union for Conservation of Nature) & Conservation International.,0,Extant (resident),7.498495567552976,1.8692473377838987,0.005234290558000276,0.09836259000433695,0.0017192858515754437,0.04209527606508876
2429,Arthroleptis nguruensis,1,1,1,Marcelo Tognelli,2012,IUCN (International Union for Conservation of Nature) and Conservation International.,0,Extant (resident),0.11301025777797284,0.001016275393065109,0.00012645485912798904,0.24711976945400238,0.20830002799630165,0.19270995259284973
2430,Ameerega pongoensis,1,1,1,Kelsey Neam & Louise Hobin,2017,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe",0,Extant (resident),4.405130973982056,0.8265442897769167,0.0010767663397840826,0.04003689877651866,8.719384227361867e-05,9.810587316685806e-05
2431,Nyctixalus margaritifer,1,1,1,Louise Hobin,2017,IUCN (International Union for Conservation of Nature) & Conservation International,0,Extant (resident),5.8386067286027385,1.2853339644881878,0.053790841290821095,0.33783216004640615,0.00020901966345251223,0.08961683978578379
2432,Nyctixalus margaritifer,1,1,1,IUCN,2017,IUCN (International Union for Conservation of Nature) & Conservation International,0,Extant (resident),1.4336125625541156,0.13647913589584695,0.050657323376781395,0.4181511199120176,0.0002638823831737555,0.08950950839472682
2433,Oreophryne wapoga,1,1,1,Lauren Warr,2019,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe",0,Extant (resident),4.356115527437605,0.06837824303969045,0.0009021443547680974,0.0033879869151860476,3.0035454969582224e-05,0.00047054301345876104
2434,Oreophryne wapoga,1,1,1,IUCN,2019,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe",0,Extant (resident),0.18957077148559076,0.0028597091590584897,0.0,0.0017011645250022411,0.0,0.0
2435,Sarcohyla pentheter,1,1,1,Lauren Warr,2019,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),3.193049531220081,0.531466227302065,0.005440958373918334,0.1346176444252705,0.006764751710245488,0.21602854507984107
2436,Craugastor angelicus,4,1,1,Kelsey Neam,2019,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe",0,Possibly Extinct,2.024852402124893,0.10540060532101603,0.020480199081870057,0.13728373740347705,0.03866090425287131,0.26483884808430563
2437,Craugastor angelicus,1,1,1,Kelsey Neam,2019,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe",0,Extant (resident),0.480501654798102,0.01588022456105482,0.002879048464819789,0.12735198438167572,0.029964527115225792,0.2844897210597992
2438,Ichthyophis dulitensis,1,1,1,IUCN,2018,IUCN (International Union for Conservation of Nature) & Conservation International,0,Extant (resident),1.065267336095979,0.09030178446239517,0.0,0.05730791017413139,0.0007333830581046641,9.959131421055645e-05
2439,Guibemantis timidus,1,1,1,IUCN,2015,International Union for Conservation of Nature (IUCN),0,Extant (resident),1.0950712643138119,0.01425569882050789,9.394584316088143e-05,0.047559816974248076,0.0005307113636695544,0.07582626149143068
2440,Guibemantis timidus,1,1,1,IUCN,2015,International Union for Conservation of Nature (IUCN),0,Extant (resident),14.234915683386374,2.005512751813163,0.0004970187246793155,0.19221573573407855,0.0008165305680146972,0.2695067510249768
2441,Elachistocleis pearsei,1,1,1,Kelsey Neam,2020,IUCN (International Union for Conservation of Nature) and Conservation International,0,Extant (resident),11.533469089011998,1.5752546070651814,0.01018142753290435,0.09825810066990275,0.02584672005339448,0.13139831299615035
2442,Elachistocleis pearsei,1,1,1,Nieves Garcia,2020,IUCN (International Union for Conservation of Nature) and Conservation International,0,Extant (resident),35.87071103750424,14.980871959240167,0.0032114931421069154,0.059104602558972104,0.10316024982856158,0.45593781865000305
2443,Limnonectes larvaepartus,1,1,1,Louise Hobin,2017,IUCN (International Union for Conservation of Nature) & Conservation International,0,Extant (resident),30.66261501639235,5.057619237639612,0.002492491908459944,0.08579411732805053,0.0005931460951993278,0.014016853878525633
2444,Oedipina elongata,1,1,1,IUCN,2016,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe",0,Extant (resident),4.434026817591972,0.5063385084679397,0.002772399219606812,0.08229761957391891,0.004959021819815287,0.06923469456194248
2445,Oedipina elongata,1,1,1,Lauren Warr,2019,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe",0,Extant (resident),7.033599117297345,0.44950927823331305,0.006844812444742167,0.1673155925776207,0.003408367196478708,0.07666809237576785
2446,Megophrys auralensis,1,1,1,Timothy Cutajar,2015,IUCN (International Union for Conservation of Nature) & Conseervation International,0,Extant (resident),14.250333579965966,0.448762138570783,0.0025900157486411384,0.12332496731716608,0.005948126440861941,0.0410627374450414
2447,Gymnopis multiplicata,1,1,1,IUCN,2009,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),40.85942912911163,15.252884949611524,0.004705317837355654,0.08664309687870707,0.027084468084865008,0.12887895295931712
2448,Fejervarya triora,1,1,1,Timothy Cutajar,2015,IUCN (International Union for Conservation of Nature) & Conservation International,0,Extant (resident),24.504757129027464,0.7777403048599746,0.004936385407671935,0.47746166662128336,0.005199210755733755,0.04794290650946134
2449,Fejervarya triora,3,1,1,Timothy Cutajar,2015,IUCN (International Union for Conservation of Nature) & Conservation International,0,Possibly Extant (resident),11.409780902948004,0.14067698535951972,0.0035140791809808924,0.287460286828305,0.010975970317454757,0.05348531933337279
2450,Hynobius yiwuensis,1,1,1,jie Wang & Louise Hobin,2019,IUCN (International Union for Conservation of Nature) & Conservation International,0,Extant (resident),11.049890086893516,2.339110790268636,0.02266451881008915,0.20226303174310167,0.0010235674649275326,0.10180615337462795
2451,Hynobius yiwuensis,1,1,1,Louise Hobin,2019,IUCN (International Union for Conservation of Nature) & Conservation International,0,Extant (resident),3.5088788632354344,0.5673851759711394,0.005338132558510293,0.1895377852541653,9.998487216637864e-05,0.0846554415242639
2452,Strabomantis cadenai,1,1,1,Kelsey Neam,2016,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),0.10349304454823098,0.0008523082494495072,0.0,0.014935154467821121,0.02856341563165188,0.1943390667438507
2453,Xenorhina rostrata,1,1,1,Sean Lyon,2019,IUCN (International Union for Conservation of Nature) & Conservation International,0,Extant (resident),12.908377473170217,5.627031172624304,0.0005475502235546985,0.02790980196598863,0.001018571326876922,0.0038476314610462847
2454,Guibemantis diphonus,1,1,1,Louise Hobin,2016,International Union for Conservation of Nature (IUCN),0,Extant (resident),0.4548704449175776,0.004634773849999873,0.0004671530739246309,0.0734633780849579,0.0017600316575058631,0.1704453949022517
2455,Phrynobatrachus africanus,1,1,1,IUCN,2016,IUCN (International Union for Conservation of Nature) & Conservation International.,0,Extant (resident),42.55961978456107,58.22604566839795,0.0016842778321231671,0.05332838425352655,0.08191896956299294,0.04857096553589972
2456,Pristimantis ginesi,1,1,1,Grisel Velasquez and Margarita Lampo,2020,IUCN (International Union for Conservation of Nature).,0,Extant (resident),23.969444425997494,0.2255874999294459,0.011179759732544085,0.06421487468930498,0.03423130484516511,0.1391017554987068
2457,Atelopus elegans,1,1,1,IUCN,2017,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),0.16195378276602093,0.0009717304272920831,0.0,0.0,0.0047844718145890865,0.0
2458,Atelopus elegans,4,1,1,Kelsey Neam,2019,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Possibly Extinct,4.930942348857306,0.6468388037328051,0.00956962931666025,0.10814238676835827,0.003998700148348141,0.025105618694752994
2459,Atelopus elegans,1,1,1,Kelsey Neam,2019,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),0.750806434635796,0.031604816806167765,0.0006293252023963989,0.06274715889794175,0.008307592956934031,0.027792414782506786
2460,Boophis pyrrhus,1,1,1,IUCN,2015,International Union for Conservation of Nature (IUCN),0,Extant (resident),12.418057856135473,2.536107097003488,0.0008309214293368307,0.17464792239273433,0.0019730814822760115,0.36510880495118064
2461,Bufo torrenticola,1,1,1,Janice Chanson,2020,IUCN (International Union for Conservation of Nature).,0,Extant (resident),15.821254994918148,2.1366965893117316,0.052075062177693573,0.08398686533225957,0.0,0.0
2462,Stumpffia megsoni,1,1,1,Louise Hobin,2015,International Union for Conservation of Nature (IUCN),0,Extant (resident),0.048828911106877815,0.00016053980190201798,0.00098664581310004,0.125394806265831,0.007776831276714802,0.2829835116863251
2463,Hyperolius laurenti,1,1,1,Jennifer Luedtke,2016,IUCN (International Union for Conservation of Nature) & Conservation International.,0,Extant (resident),2.931136187654586,0.09460631026983546,0.013670402403645652,0.38316997569392236,0.0007657504823861471,0.24805969586383428
2464,Hyperolius laurenti,6,1,1,Jennifer Luedtke,2016,IUCN (International Union for Conservation of Nature) & Conservation International.,0,Presence Uncertain,2.458315257036715,0.11363387004831925,0.005168434741937354,0.3783004601706893,0.0058425234425938475,0.33205055250421206
2465,Hyperolius laurenti,5,1,1,Jennifer Luedtke,2016,IUCN (International Union for Conservation of Nature) & Conservation International.,0,Extinct,1.1210622895604163,0.07720748986687234,0.029622262571728182,0.2581756110887076,0.0010304688285775326,0.26600673281726567
2466,Amietia nutti,1,1,1,Jennifer Luedtke,2017,IUCN (International Union for Conservation of Nature) & Conservation International.,0,Extant (resident),92.00271164030977,48.201309184590514,0.004879285863227598,0.2601581831159909,0.055193304955192146,0.2033091640058366
2467,Cardioglossa schioetzi,1,1,1,IUCN,2016,IUCN (International Union for Conservation of Nature) & Conservation International.,0,Extant (resident),1.5447831328812391,0.11862841267089713,0.004485447469589966,0.19633322820624563,1.0229829496400991e-09,0.15927142486089893
2468,Cardioglossa schioetzi,1,1,1,Louise Hobin,2016,IUCN (International Union for Conservation of Nature) & Conservation International.,0,Extant (resident),0.10212651090056782,0.0008299484981588068,0.0001577787916176021,0.02394343912601471,0.005166885443031788,0.006044864654541016
2469,Incilius porteri,1,1,1,Vladlen Henríquez and Francisco S. Álvarez,2019,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),0.2750979674830464,0.003650123548813927,0.010795075446367264,0.48898497223854065,1.201613364365528e-09,0.29779037833213806
2470,Incilius porteri,1,1,1,"Kelsey Neam, Vladlen Henríquez & Francisco S. Álvarez",2019,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),7.150883167559645,1.3891237408510295,0.010217163623315805,0.2145893754422581,0.0008876513249754444,0.18002998129734707
2471,Amolops wenshanensis,1,1,1,Louise Hobin,2019,IUCN (International Union for Conservation of Nature) & Conservation International,0,Extant (resident),0.18504245687743343,0.0013623405149958876,0.001893263659439981,0.1767505183815956,0.0038728552844606856,0.20183847844600677
2472,Amolops wenshanensis,3,1,1,Louise Hobin,2019,IUCN (International Union for Conservation of Nature) & Conservation International,0,Possibly Extant (resident),2.4882571503054502,0.1795042244389941,0.0018143712077289822,0.21561740338802338,0.0025819036548798417,0.14776615922649702
2473,Rhacophorus barisani,1,1,1,Kelsey Neam,2018,IUCN (International Union for Conservation of Nature) & Conservation International,0,Extant (resident),4.52478511785676,0.20837738138866743,0.0008439391076664448,0.15409060198730082,0.0022046027637007692,0.022522677479763793
2474,Phrynopus valquii,1,1,1,Kelsey Neam,2017,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe",0,Extant (resident),0.5244266981591198,0.007971975394616075,0.0001704728877436324,0.07570854635607255,0.0063177588641046304,0.16836690949171143
2475,Phrynopus kotosh,1,1,1,Laurence Jarvis,2013,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),0.10233918285662248,0.0008334089311915575,0.008865165524184704,0.09075561165809631,6.015352660426743e-09,0.24162247776985168
2476,Boophis obscurus,1,1,1,Jennifer Luedtke,2015,International Union for Conservation of Nature (IUCN),0,Extant (resident),1.5728853289854947,0.07601452835000634,0.0,0.014069296884429913,0.27163900926808915,0.46753504733639517
2477,Boophis obscurus,1,1,1,Jennifer Luedtke,2015,International Union for Conservation of Nature (IUCN),0,Extant (resident),12.349301217747263,0.3212324223505115,0.0013924590478438582,0.09193828693868474,0.01509632262041008,0.49984210267760065
2478,Boophis obscurus,1,1,1,Jennifer Luedtke,2015,International Union for Conservation of Nature (IUCN),0,Extant (resident),12.349301217747263,0.3212324223505115,0.0013924590478438582,0.09193828693868474,0.01509632262041008,0.49984210267760065
2479,Boophis obscurus,1,1,1,Jennifer Luedtke,2015,International Union for Conservation of Nature (IUCN),0,Extant (resident),1.5728853289854947,0.07601452835000634,0.0,0.014069296884429913,0.27163900926808915,0.46753504733639517
2480,Thorius minydemus,1,1,1,IUCN & Paulina Arias Caballero-CONABIO,2014,International Union for Conservation of Nature (IUCN),0,Extant (resident),0.6474524229417533,0.01111933465390076,0.0368129126727581,0.2691449224948883,5.065272201676408e-09,0.22880610078573227
2481,Scutiger wanglangensis,1,1,1,Lauren Warr,2019,IUCN (International Union for Conservation of Nature) & Conservation International,0,Extant (resident),4.601625388572971,0.2857895595992352,0.0007881359294389777,0.0806896166351746,0.0026142349938591187,0.07813581948782959
2482,Pseudophilautus bambaradeniyai,1,1,1,Lauren Warr,2020,IUCN (International Union for Conservation of Nature) and Conservation International,0,Extant (resident),0.10004586718496825,0.0007964749738329731,0.005713642109185457,0.27245837450027466,3.0096586334238395e-10,0.02498476579785347
2483,Eleutherodactylus nitidus,1,1,1,Lauren Warr,2020,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),30.767896713541948,25.519491688902235,0.020021793934597392,0.13798494410699685,0.05123609720830905,0.19376475519528802
2484,Telmatobius scrocchii,1,1,1,Kelsey Neam,2019,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),0.2654705211409725,0.0017774833397611214,0.00015975009591784328,0.00819291640073061,0.4609607756137848,0.0
2485,Hyperolius major,1,1,1,Evie J Morris,2013,"IUCN (International Union for Conservation of Nature), Conservation International.",0,Extant (resident),9.392865032686329,3.57897316042641,0.0011003152138353968,0.014806311238062995,0.012147344748730533,0.022371076756707766
2486,Rhacophorus robertingeri,3,1,1,Timothy Cutajar,2014,IUCN (International Union for Conservation of Nature) & Conservation International,0,Possibly Extant (resident),8.009463333012526,0.4302869344985118,0.0010695481187417769,0.0952122149021111,0.0008796999121095115,0.00536603144865471
2487,Rhacophorus robertingeri,3,1,1,IUCN SSC Amphibian Specialist Group,2015,IUCN (International Union for Conservation of Nature),0,Possibly Extant (resident),19.755935035288584,1.274875245474175,0.0022462035503124263,0.16431307554853225,0.0006870923096346395,0.008452479692827372
2488,Rhacophorus robertingeri,1,1,1,Timothy Cutajar,2014,IUCN (International Union for Conservation of Nature) & Conservation International,0,Extant (resident),28.52286892721183,1.8895071193883681,0.0029453620012553335,0.18440030499441698,0.0005188411779282954,0.011363676454621658
2489,Rhacophorus robertingeri,1,1,1,IUCN SSC Amphibian Specialist Group,2014,IUCN (International Union for Conservation of Nature),0,Extant (resident),9.8932062886581,1.044918808816449,0.003258551379459401,0.19456607107941915,0.0005622020978788707,0.014273050357239617
2490,Pseudophilautus mittermeieri,1,1,1,Lauren Warr,2020,IUCN (International Union for Conservation of Nature) and Conservation International,0,Extant (resident),3.569671151595279,0.23412221263502442,0.009951953858234395,0.2827801024435642,2.8159458439446606e-10,0.039397667359146786
2491,Tylototriton panhai,1,1,1,Timothy Cutajar,2020,IUCN (International Union for Conservation of Nature) & Conservation International,0,Extant (resident),21.362092511323453,0.45678434223346503,0.004106712713211352,0.26554111669979097,0.00010185953855449504,0.021532655767810653
2492,Pristimantis nubisilva,1,1,1,Grisel Velasquez and Margarita Lampo,2020,IUCN (International Union for Conservation of Nature).,0,Extant (resident),2.075467174394018,0.005836458908890941,0.016929208301007748,0.019218297209590673,0.002993108313933846,0.09813511371612549
2493,Ameerega ignipedis,1,1,1,Louise Hobin,2017,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),0.9407132312045103,0.016165378196790387,6.584545059373557e-06,0.00012454009660784826,0.0,0.0
2494,Hynobius quelpaertensis,1,1,1,Amael Borzee,2018,IUCN (International Union for Conservation of Nature) & Conservation International.,0,Extant (resident),8.742013609508067,0.7602798006730499,0.009411595851252518,0.10898090362224566,0.00034895947962433496,0.00747294131577964
2495,Occidozyga semipalmata,1,1,1,Louise Hobin,2017,IUCN (International Union for Conservation of Nature) & Conservation International,0,Extant (resident),42.43150597231557,9.27764885533603,0.004010633670739973,0.12586805412109744,0.000731418391051817,0.020540362257468924
2496,Hyperolius inornatus,1,1,1,IUCN,2014,"IUCN (International Union for Conservation of Nature), Conservation International",0,Extant (resident),0.7344973887927908,0.03896406660004803,0.0,0.032669223845005035,4.10257960936633e-09,0.21659846603870392
2497,Scaphiophryne gottlebei,1,1,1,IUCN,2016,IUCN (International Union for Conservation of Nature) & Conservation International.,0,Extant (resident),1.519986054511904,0.054428464629618714,0.0,0.014069296884429913,0.27163900926808915,0.46753504733639517
2498,Litoria wapogaensis,1,1,1,IUCN,2019,IUCN (International Union for Conservation of Nature) & Conservation International,0,Extant (resident),0.3072880538989388,0.007513987448891672,0.0,0.0017011645250022411,0.0,0.0
2499,Pristimantis imitatrix,1,1,1,IUCN,2017,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),12.055968276909303,4.536048104593698,0.00043666550843739736,0.012548387262226825,0.0008943979400510427,1.5416552694654996e-05
2500,Microbatrachella capensis,1,1,1,South African Frog Re-assessment Group (SA-FRoG),2016,"IUCN (International Union for Conservation of Nature), Conservation International & South African Frog Re-assessment Group (SA-FRoG).",0,Extant (resident),0.8935913073854257,0.0066547105662332386,0.035183581487337384,0.06482405882946654,0.07247570523947953,0.11008593253841416
2501,Microbatrachella capensis,4,1,1,Alex Rebelo,2016,"IUCN (International Union for Conservation of Nature), Conservation International & South African Frog Re-assessment Group (SA-FRoG).",0,Possibly Extinct,0.36935891266115894,0.005189679724906786,0.0797568007639621,0.11092537308473832,0.08568474138816998,0.04782217724640866
2502,Hyloscirtus criptico,1,1,1,"Kelsey Neam, Diego Cisneros-Heredia & Ana Nicole Acosta",2018,"IUCN (International Union for Conservation of Nature), Conservation International & Natureserve.",0,Extant (resident),2.4527857392466164,0.06731793188366995,0.015291514762118649,0.08704923286430363,0.007229449180598575,0.040409085650153
2503,Pseudoeurycea tlahcuiloh,1,1,1,Lauren Warr,2019,"IUCN (International Union for Conservation of Nature), Conservation International, NatureServe & CONABIO.",0,Extant (resident),0.1602934510133433,0.0003772659519307128,0.006490312051028013,0.14401938021183014,0.07610094547271729,0.2061017006635666
2504,Pseudoeurycea tlahcuiloh,1,1,1,IUCN,2019,"IUCN (International Union for Conservation of Nature), Conservation International, NatureServe & CONABIO.",0,Extant (resident),0.313232509889985,0.004378344941449938,0.006490312051028013,0.14401938021183014,0.07610094547271729,0.2061017006635666
2505,Phrynobatrachus krefftii,1,1,1,Aina Pascual Cuadras,2012,IUCN (International Union for Conservation of Nature) and Conservation International,0,Extant (resident),2.6878909497194163,0.17282074058806532,0.00018044197644784282,0.2893111992174452,0.21287980514599134,0.1927099443365816
2506,Craugastor glaucus,1,1,1,Kelsey Neam,2019,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),0.13903213046300242,0.0007125298187883407,0.02804839052259922,0.2113599330186844,5.3002100486310155e-09,0.18956996500492096
2507,Craugastor glaucus,4,1,1,Kelsey Neam,2019,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Possibly Extinct,0.06711817463853169,0.0003584645494013723,0.02804839052259922,0.2113599330186844,5.3002100486310155e-09,0.18956996500492096
2508,Craugastor glaucus,1,1,1,Lauren Warr,2019,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),0.21337237119603553,0.0018114532292606482,0.01707657426595688,0.09662070870399475,2.651756036975428e-10,0.035835277289152145
2509,Ptychadena longirostris,1,1,1,Evie J Morris,2013,"IUCN (International Union for Conservation of Nature), Conservation International.",0,Extant (resident),50.13536797503021,36.18754304473161,0.012755297408708722,0.26966843234604415,0.005361219834849597,0.262266435397182
